CUSTOMER_ID,INDUSTRY,EMP,ANNUAL_SALES,PROVINCE,MOBILITY,INTERNET
125087,Food Services,16,NA,BC,2957.1229395995797,1886.826236918583
120627,Construction,255,11509810.88,AB,8658.832496117648,10841.677388782984
125432,Food Services,NA,741684,BC,2612.9188858806947,2804.555168734163
120773,Construction,33,1517293,BC,8150.990036830135,2164.351523976678
124018,Healthcare,37,1751741,AB,1849.273227140639,0
122472,Finance and Insurance,40,2187273,BC,1192.1083441117712,5197.334243869371
126626,Food Services,29,1475055,BC,630.9113308132764,7653.706990850627
125188,Finance and Insurance,14,941069,BC,7802.819588247982,1701.0275035821862
121957,Healthcare,10,410166,BC,2660.307465548878,3459.943746432864
127321,Healthcare,173,8770239,AB,2741.1657164136664,4149.30821219822
123664,Education,74,3897841,AB,3706.236489424496,998.8116408955987
128589,Construction,52,2515560,BC,15464.952629286685,1389.1778307263166
122571,Construction,166,8452042.84,AB,6329.542899863261,7337.007829884583
123460,Food Services,24,866899.2,AB,1649.4358243706797,2515.209443944703
126860,Construction,67,4232769,BC,6516.890696560852,2158.9372000000094
127238,Education,73,3359018,AB,3456.577623449393,1991.1436351586046
127705,Construction,117,NA,BC,6262.713565508846,0
129717,Healthcare,10,213366,BC,2814.0180725059413,1544.573677425485
123527,Construction,797,24424055.4,AB,37356.16343120634,1008.461608655982
125591,Construction,144,6622013,BC,18305.718556624906,1746.1044626653386
128633,Food Services,62,NA,AB,1000.8793661066059,1669.6964040278233
120795,Finance and Insurance,22,1944178.5,AB,2452.656021719332,7774.80947326053
121179,Food Services,10,274888.2,AB,652.9628033456178,1406.4597809746153
128305,Healthcare,19,1106337,AB,4251.571943558207,0
122562,Finance and Insurance,86,4684583,BC,1916.6172683358006,11428.60621386252
129303,Agriculture,14,729102,AB,2381.253804409909,0
129038,Healthcare,127,6480016,AB,4785.735844327552,1642.6946598101092
129635,Food Services,NA,355185,BC,464.2028085663434,1994.5037420050926
122240,Food Services,10,453786,BC,1818.2446073761662,8683.262901296675
123229,Food Services,52,NA,AB,435.8956485670745,0
128246,Construction,1223,57353487,BC,50640.61013127086,10525.75736908215
120585,Food Services,68,2452119,AB,989.0857281591811,0
124909,Construction,83,3576397.36,AB,6309.855995159713,14888.39496232634
122301,Healthcare,65,2349117,AB,10973.483968959417,423.6590423872905
123045,Construction,210,3423865.36,AB,6555.750687524854,5447.026240868814
128004,Construction,224,NA,BC,13264.344504683999,13268.72999135945
125595,Food Services,14,622894,BC,0,2574.5246339607097
128247,Food Services,55,1922096.4,AB,1063.8976262160081,0
122167,Education,10,499225,AB,2682.6111573634985,1213.898948319868
121044,Agriculture,100,5203989,AB,5422.825944676285,1898.2465382670653
127834,Food Services,23,733566,AB,1000.6339348793534,13794.954047341118
125435,NA,10,709321,BC,10025.62017277169,2010.3889690718308
128171,Food Services,18,715667,BC,1273.3458958817844,1550.2146138108778
124169,Healthcare,32,1442922,AB,3625.851125346064,7733.401297492376
120310,Food Services,17,564537,AB,391.70422966804966,1971.931091575173
126217,Food Services,11,237067.8,AB,1080.287527251762,1783.5476504241763
120708,Finance and Insurance,10,648644,BC,19305.30631962132,2559.9460004628254
122578,Finance and Insurance,19,1849056,AB,2542.9438043815107,7845.42488795611
127524,Food Services,10,549844,BC,618.1468760674168,2254.4885198278575
126893,Finance and Insurance,15,901888.5,AB,2625.4041475293207,1969.9066406782383
124123,Food Services,161,9835516,BC,2249.9094214181387,1326.9272055361412
120845,Construction,98,3973851,BC,10022.78773158818,1708.6393056262136
123559,Construction,125,9344393,BC,7586.699677342545,7465.465435359135
124934,Construction,NA,9961278.2,AB,15965.827662367998,2091.639009904363
128492,Food Services,43,1671217,BC,3039.212083714753,893.5928473659396
129186,Education,51,NA,BC,729.8278967125896,2292.7749686668417
127033,Construction,72,3282161,BC,6364.641018072773,1786.4380181230204
129256,Construction,205,NA,BC,8775.552223591083,7419.399404110559
127212,Construction,14,703137,BC,15474.804765617924,1482.5922085253833
124740,Finance and Insurance,52,NA,BC,3349.3989749509883,6791.422386298112
126004,Healthcare,98,5190027,AB,15504.805187988284,2697.5871633355123
120440,Construction,100,2600241.96,AB,5883.741771134593,1358.1941645206243
126325,Food Services,13,261916.8,AB,499.8925881823061,1454.6467744248102
126714,Food Services,126,5996447,BC,3129.3368727272327,0
120416,Food Services,17,NA,BC,1317.0701176415776,1976.9521689512717
123503,Food Services,51,2900431,BC,3828.929685011407,698.6690945433434
129435,Finance and Insurance,15,1091196,AB,3748.5326725766417,2744.9808032876836
120991,Education,123,7606213,BC,5731.487581358263,8701.616988223635
122217,Finance and Insurance,86,6507682.5,AB,4429.183025876668,11656.820268129775
129785,Finance and Insurance,10,NA,AB,1269.2514161033432,0
121342,Finance and Insurance,13,1187422.5,AB,1959.5850468055812,1761.2904971779915
126443,Education,123,NA,BC,6172.646611248429,613.1786454076134
129660,Construction,63,2147568.48,AB,2723.0412215670885,2100.417296647996
122559,Finance and Insurance,11,630093,BC,10314.371623649082,2171.448998790058
126672,Healthcare,13,657282,BC,2407.9717365479632,1695.3885877281696
124536,Food Services,56,2840757,BC,3055.379678497463,7176.606551568963
122714,Food Services,10,NA,AB,583.1638426356108,2211.9872941146123
127315,Healthcare,NA,NA,AB,3234.4466734398848,8016.612640097826
127993,Food Services,43,1496839.8,AB,1109.572761989101,0
126188,Finance and Insurance,10,918238.5,AB,4969.852517304404,2299.21393333753
129603,Education,35,2092868,AB,3795.4186892904017,1333.719722974759
127555,Healthcare,35,1880786,BC,12715.20338690015,2181.8339880043086
126236,Agriculture,NA,2585594,BC,1269.5486605036751,11340.55379248979
120663,Healthcare,32,1036329,BC,1680.5490160160616,1524.9991925213594
120120,Construction,10,412197,BC,3100.7800916192546,919.0428203740076
126483,Food Services,10,482262,BC,1921.725373191996,4837.227755382462
122491,Finance and Insurance,34,1536155,BC,7800.285420520295,1299.7172574542608
127853,Construction,NA,5873343.08,AB,9291.392209195297,2078.4311015035046
127040,Construction,101,5000309,BC,12911.465148701602,2548.356638169272
127179,Finance and Insurance,19,1399161,AB,29307.50381023324,6557.070521129179
128061,Construction,113,3467411.84,AB,17648.439076095896,2215.5163626620597
124346,Finance and Insurance,29,1919317.5,AB,2643.151006871321,1495.2560491663119
128464,Food Services,37,1572023,BC,2643.3825121154928,7758.656991231052
128491,Construction,87,4575025,BC,3960.5864512227304,1735.5811162889838
122053,Construction,188,NA,BC,42913.3311799989,1981.8713571663652
122737,Food Services,20,1142719,BC,715.4770549022018,1524.1105176110316
129540,Education,NA,3357196,BC,2777.115350073016,1707.0055846546047
127612,Construction,89,4987607,BC,6267.355944331565,2207.52368720418
123587,Construction,31,998551,BC,19578.451629051317,363.14354209918486
125038,Food Services,33,701107,BC,2622.550320083831,2288.534578304637
125902,Education,17,765989,BC,3557.2365384510776,982.0843149256485
127423,Finance and Insurance,10,603496.5,AB,1899.6496264161988,5431.70443939169
120118,Construction,125,4836815,BC,6742.952758159965,1523.2634602000114
124071,Construction,42,2159041,BC,13742.375169026438,1716.5593444854514
125706,Healthcare,115,5834113,AB,2337.575272835922,2270.956258001288
122868,Finance and Insurance,10,377526,BC,1978.6218701521177,5474.43025599146
124130,Agriculture,33,1156175,BC,3989.221341969188,2473.692721697041
127337,Food Services,19,530115.6,AB,1054.5467671258602,1422.1279995861182
125543,Construction,51,1684979.28,AB,3112.1653922971595,1233.512837265746
125123,Finance and Insurance,12,579508.5,AB,3547.675643946358,1557.8198253235078
123948,Education,NA,626686,AB,2049.6431300267855,908.1133089495077
121789,Food Services,10,326359.2,AB,1893.3564716552721,1700.354453044522
121534,Construction,387,22070752,BC,31332.432803030795,1422.190793380805
124918,Healthcare,NA,2762316,BC,8331.169386095078,2465.9861985162324
122308,Food Services,31,1382063.4,AB,928.269239430283,7420.376478245398
129529,Food Services,10,354163.8,AB,1122.5688623366837,2457.7925412517216
123727,Construction,200,8251720.5200000005,AB,8796.69197514418,2191.380728988282
120282,Construction,159,6270021,BC,7350.600106384609,12308.806537393664
127121,Education,34,1723531,AB,2356.864385504874,1097.9370438568471
125480,Construction,205,4930849,BC,15016.675750631708,1498.444374925279
123675,Food Services,63,2348479.8,AB,1882.2226525424421,2216.2900897048185
129413,Construction,28,1459145,BC,12258.492452724628,1998.746845955175
123674,Finance and Insurance,20,NA,AB,4675.853155223202,2069.4471350615677
127499,Finance and Insurance,30,NA,AB,2248.0195571038485,1906.891638837823
121149,Finance and Insurance,NA,2500261.5,AB,4244.86986743377,1809.7739439297086
127391,Agriculture,140,6417214,BC,3105.8310530314775,7583.879954194456
129261,Finance and Insurance,32,1846315,BC,1187.397343029208,9405.418784405238
120978,Food Services,22,311679,AB,483.4397712663597,7267.788322738037
126254,Education,179,8600825,BC,2165.0180721142065,1141.9453376667989
122875,Food Services,10,235224,AB,419.46667880934916,2090.5997713773327
128615,Education,36,1457397,AB,6691.512310012396,1807.7764683245202
126696,Food Services,53,3327007,BC,0,3529.575952465851
127800,Food Services,10,367572.6,AB,521.0661114337787,899.4325818853725
123452,Healthcare,188,5102995,AB,11762.737267037943,2603.1532580282073
128379,Healthcare,30,1776297,AB,7964.58981530234,1219.4325274141165
128659,Construction,56,1878984.48,AB,6320.960211091699,2384.179093293794
126550,Healthcare,158,8524575,AB,4097.20694578336,7919.544822822079
126699,Construction,36,1658418,BC,3653.647775245517,2678.0802439903177
124424,Food Services,33,1201599,BC,3091.31759138356,1606.5964753341402
120879,Finance and Insurance,10,753667.5,AB,8432.169205841357,2432.722319302534
122716,Food Services,NA,5580684,BC,1326.4424892976322,1852.5221873563562
120706,Construction,28,913762.4400000001,AB,3317.1427767677415,2811.5929646212408
128834,Finance and Insurance,173,7862708,BC,3919.371151083124,1998.1162419258694
126838,Food Services,10,433273,BC,1515.3379415742695,1648.2624546483482
128322,Healthcare,181,8529790,AB,10043.100950151722,1459.827104315262
125214,Construction,18,832153.64,AB,5443.149841972169,1742.997528330734
126491,Finance and Insurance,14,1133199,AB,3495.5026296705046,2440.993205350813
128402,Food Services,17,705380,BC,4541.917712281451,5569.772234383297
125282,Healthcare,NA,2119211,BC,2162.442941805606,1240.8090584507818
125162,Healthcare,142,5702595,BC,0,1995.776609548212
127289,Construction,74,NA,AB,0,2015.006128153842
125696,Healthcare,35,1557150,AB,2093.2908713685597,5263.9980689530985
122995,Construction,238,8114153.68,AB,14911.247362125085,8723.670703528596
120690,Healthcare,493,34231724,AB,14845.936458110533,2288.9802297740407
123838,Food Services,34,1348930,BC,1844.4385629176004,14694.930028538565
120635,Food Services,NA,NA,BC,927.6327076246992,2782.2523297297475
129903,Food Services,14,319900.8,AB,1857.9783141795456,2299.3057037125877
121563,Construction,42,1771957.48,AB,1604.0053298524022,4668.524122353743
128851,Construction,140,6215355,BC,26819.486061507316,4538.126252571699
125143,Food Services,52,1740226.2,AB,1015.0234088820073,621.4697824873342
121061,Education,NA,2480204,BC,1466.6391586829168,3289.2428761043684
127780,Agriculture,10,435793,AB,3116.2467944476007,8595.390188782445
129789,Food Services,106,2165234.4,AB,1834.3042594629433,1783.1283195639305
121650,Construction,51,1659188.68,AB,8796.602761441376,846.7068418049292
127746,Education,115,6937671,BC,1348.5951654660862,10119.137063282315
124330,Food Services,10,352631,BC,1344.2790673501006,4422.391727358067
127418,Finance and Insurance,15,941029.5,AB,3248.863885169897,3035.8764867646933
120404,Construction,732,50177737,BC,26036.33332968018,9610.457543839759
124297,Food Services,34,1736079,BC,1768.874271494418,2065.7377782487115
129822,Healthcare,NA,12376633,AB,5169.817155483065,13145.059921894106
129115,Construction,414,28461572,BC,25032.67816664058,8573.500025765263
127483,Healthcare,14,833001,BC,6760.7251810294965,2955.797537755612
128385,Finance and Insurance,19,825041,BC,2044.9232459955263,1838.3539123604917
125060,Construction,86,4176604,BC,0,2154.092968807375
125247,Agriculture,31,902494,AB,3003.4442806002626,4634.4279875418915
126659,Construction,NA,2566746,BC,20250.06879946783,1616.7771710146772
127148,Construction,581,25504817,BC,46336.94283626323,1790.4024859688113
124161,Finance and Insurance,118,8299642.5,AB,1701.230216241603,16938.963070676167
122573,Healthcare,33,1779011,AB,9011.78436007902,2073.7765999798607
120405,Food Services,32,964421.3999999999,AB,1527.5348533225608,2605.430950148553
122548,Food Services,NA,688878,AB,376.8758939782395,0
125323,Agriculture,NA,2833197,AB,3797.7763385674803,4168.363789819631
130000,Education,10,NA,BC,2343.310376313363,0
125177,Food Services,10,321754.8,AB,3786.4975821553153,1106.6287878336268
121511,Healthcare,60,2627266,BC,18382.729911388647,8846.715118698097
121233,Food Services,12,367501.2,AB,1015.1965740995824,1635.9510243016164
124487,Construction,NA,1573554.92,AB,14092.781531285886,3631.1462481096196
122527,Finance and Insurance,41,2680521,AB,5027.349258777807,4652.994951471079
124840,Healthcare,150,9167769,AB,13404.109933176524,8703.447675826272
121201,Healthcare,107,5575086,AB,2388.6838798603794,10149.669169357296
120257,Agriculture,13,815867,BC,1149.352765809063,1643.1363626796665
124831,Finance and Insurance,38,3522064.5,AB,3677.7622959132295,817.6618666909205
125657,Healthcare,26,1041203,AB,1829.931891942548,2746.901259964282
120688,Healthcare,125,5964037,BC,4965.954398780017,1795.9338022098195
127114,Construction,154,4418205.28,AB,11323.851573458282,5752.632516807789
129203,Food Services,10,593892,BC,2897.2372121843423,2029.0418481438644
122513,Finance and Insurance,53,3898207.5,AB,8378.62758838756,11013.374683086859
128217,Food Services,NA,NA,BC,2497.855574593891,9798.371228078411
122145,Finance and Insurance,22,829162,BC,1485.4182039654986,1899.8392754454599
126413,Food Services,16,704737,BC,1066.6044459324105,0
129465,Construction,49,2822920,BC,3557.8922720648206,3843.7505612654377
124058,Food Services,13,NA,AB,3297.9859155829686,2002.4799649923098
129865,Food Services,NA,2315641,BC,1800.1481584485357,1888.1334130514142
129784,Agriculture,10,600943,BC,1596.3437442916536,2279.0835282570524
129104,Food Services,37,1020183,AB,2065.652411568146,2439.883265803066
127531,Food Services,NA,575611.2,AB,1257.269823777414,1551.5509510532697
123860,Construction,12,313579.04,AB,1417.428770945638,3639.4742908211256
125152,Construction,216,8999445,BC,14902.12627104087,1885.8554377480284
120089,Finance and Insurance,97,5948180,BC,684.1788775147709,8506.93147066895
122994,Healthcare,246,9026431,BC,4166.201404625086,11028.707245309353
127944,Construction,87,3142238.24,AB,4426.647764985327,6154.304385937138
122213,NA,108,3903484.64,AB,4153.0757483913985,0
125430,Food Services,26,NA,BC,1452.6679959558496,668.3021457089571
128144,Food Services,10,309715.8,AB,1475.640419965921,888.7005757956101
121491,Healthcare,29,NA,AB,14716.51378641141,0
124159,Food Services,25,687280.7999999999,AB,976.7613690096952,1555.3577890196814
129502,Construction,66,4278571,BC,21134.735766933147,1793.1178455754894
122440,Food Services,19,1232643,BC,2439.4144422084664,1451.8046968333847
121570,Finance and Insurance,26,1837581,AB,9453.713246707186,4741.192379225087
120308,Food Services,28,1565174,BC,2565.2934471531735,5958.117677146325
128805,Finance and Insurance,44,1659379,BC,947.216617992427,6876.19107555135
127006,Construction,39,1837100,BC,6580.384707296597,1734.7546893488359
126944,Construction,48,2227332,BC,10534.022219639093,1989.7954475395118
125495,Finance and Insurance,NA,472085,BC,2083.8289676596337,2073.797115309295
120426,Healthcare,156,8464176,BC,5716.009255506317,2521.9147443583843
128976,Food Services,NA,5481384,BC,2391.7933025445354,1394.1484201969108
122915,Education,10,435534,BC,2175.881876269652,6101.550865134287
126359,Education,192,6281347,BC,2490.384793416527,5192.09442780813
124647,Finance and Insurance,126,6520942,BC,1426.2741441243293,5302.578526159069
127652,Healthcare,NA,16686846,AB,7734.473532215512,10759.491761595915
121471,Food Services,76,2919788.4,AB,2102.5279777972364,1576.5406319569063
127736,Agriculture,NA,1917492,AB,625.4596535581127,2320.5305890500404
127883,Construction,209,6851716.92,AB,9404.51614792743,2851.5890936244978
123544,Food Services,10,NA,AB,0,1577.5496121923798
127536,Finance and Insurance,61,3058288.5,AB,4910.969822044613,1973.4558125767196
128475,Education,NA,1787118,AB,3894.4237229671094,5719.856509168044
121289,Food Services,NA,NA,AB,777.0928751371035,1796.0723701669278
124289,Healthcare,22,1175847,AB,8917.553264644508,1136.0311220020849
126726,Food Services,NA,732942,AB,2671.2552951591574,1904.9301574135586
121724,Healthcare,99,6234175,AB,5728.548478411817,1375.3741002939119
128410,Food Services,13,NA,BC,2696.225179234308,1651.5411906071022
127855,Construction,177,11002312,BC,4462.066783741542,8685.03933473166
129487,Finance and Insurance,10,1029699,AB,4101.042549471266,1616.1841487441966
127059,Food Services,116,2890393.1999999997,AB,1385.6712839001682,2725.4133076545177
128777,Education,10,422900,BC,5286.400117963447,3341.660273414368
121608,Education,NA,1234205,BC,5352.053148259908,1779.1252946272232
128703,Food Services,11,259012.8,AB,1599.583155401638,3992.36712429488
127611,NA,13,608956,AB,1157.0046005652168,1831.2312947111743
122845,Food Services,10,241910.4,AB,2595.640716093421,1622.3360236439653
127711,Construction,NA,3213407,BC,12243.414954516595,11363.829541101548
125522,Healthcare,10,490532,AB,1795.5202787936732,3051.2363794537077
122851,Food Services,32,1055740.8,AB,545.6620310830818,1191.7452665874985
123333,Finance and Insurance,54,3161619,BC,3247.052769822655,4577.253862169255
124452,Agriculture,116,5050038,BC,488.0475161943824,2465.0953757085726
121382,Food Services,46,2385131,BC,2859.1283597344136,2044.9013188866334
121960,Healthcare,61,3885868,AB,19168.779740798735,3419.595685262268
128508,Food Services,160,4565535.6,AB,3355.14929708534,9044.478445501978
120159,Food Services,10,475671,BC,1549.0294979511123,1869.3642123052375
129495,Construction,4552,129338098.08,AB,64092.28743074256,10718.69692477824
120680,Food Services,10,465286,BC,3001.9764597264907,2279.535312684644
128199,Food Services,NA,395065.8,AB,708.1108863460967,1591.0573308761243
126515,Construction,1405,70912236,BC,33065.35755455985,1688.1699901687166
128732,Healthcare,155,7698671,BC,7339.46278367595,2906.380848828221
124166,Education,62,2705822,BC,8712.798530951273,2150.059153686763
120637,Finance and Insurance,20,1527997.5,AB,4150.507107991866,1153.4188663859113
120254,Healthcare,711,29404770,AB,6705.295794591375,1635.7085186682425
124310,Construction,67,3567814.68,AB,8490.341005460234,10558.01436289632
125785,Construction,197,5972352.08,AB,5985.724143506465,8348.543301188147
122335,Agriculture,44,2102406,AB,2245.8467481865114,8436.50501400788
124324,Food Services,10,294107.39999999997,AB,605.2342845434482,3630.9921738607127
127300,Food Services,10,NA,AB,796.919154044097,5601.490628052286
128697,Construction,22,NA,BC,1752.34856324907,1387.6153516107722
122712,Finance and Insurance,48,3434101.5,AB,2301.3452179962856,5354.883400911265
123623,Food Services,10,450446,BC,1021.7005221141999,1907.278189873052
128899,Education,28,1064073,BC,1655.7965331041175,1396.1708864135003
123847,Healthcare,99,5520543,AB,3907.906202932173,10603.08851665573
125347,Education,23,1076067,BC,4531.395743319717,1468.9367885658642
125197,Education,79,2665185,BC,2000.8650232727011,11205.625156605505
121064,Construction,83,4495884,BC,4805.755609408341,2328.9874396771634
128005,NA,135,7253937,BC,8186.045595966643,1728.194177265629
123846,Healthcare,33,1451181,AB,0,892.744304886718
129794,Healthcare,34,1709511,AB,3449.890655223091,1062.8498725684753
122329,Healthcare,175,7469604,BC,7088.108241909584,2144.95248805283
127552,Construction,185,7443942,BC,13857.701941548577,12067.7639974288
127404,Healthcare,31,NA,AB,8758.10848037729,1421.4545029182593
128935,Food Services,30,1714647,BC,1142.4897542520828,1727.5017230821654
121078,Construction,85,4205389,BC,3379.8234102014694,1941.718422109534
128441,Finance and Insurance,55,4006714.5,AB,2673.525001731208,12985.61937366505
126670,Construction,58,1978318.76,AB,7637.671822745501,2120.2596669839613
124908,Food Services,12,453916.8,AB,476.2394067394188,3971.3058817188835
126351,Construction,NA,4943191.24,AB,8574.558766693606,7818.934012907027
129659,Finance and Insurance,222,13745484,BC,522.1287358605363,1399.5188316378212
120122,Healthcare,23,1319138,AB,11877.986999365572,1147.6701790352554
120039,Finance and Insurance,14,1311534,AB,3290.9130066283615,2349.7954698623284
125626,Healthcare,148,6241761,BC,5466.280211843707,9407.089943531662
125369,Food Services,27,657125.4,AB,1337.6532519394054,2080.7589081618653
120595,Healthcare,54,3234185,AB,5817.508996610107,8775.899484960897
123700,Food Services,10,342540.6,AB,1548.5102395698193,1595.122002628568
126919,Food Services,25,1502163,BC,2809.223725780908,2072.967897418438
127444,Construction,66,3244352,BC,30495.515875866186,10862.569191124845
122281,Food Services,13,871757,BC,490.2636956631797,1877.3364376693494
129960,Food Services,10,466039,BC,1218.6385326173443,8051.780100860348
128213,Finance and Insurance,10,565993.5,AB,3450.663305496855,2209.4936626950675
121979,Construction,25,1357804,BC,21158.24666667856,1055.7738576483591
120454,Education,46,2593374,AB,1861.0116591297062,0
129987,Food Services,50,2126866,BC,2904.2495399306404,10096.245215497203
120253,Construction,20,471971.4,AB,3782.439747733694,0
122030,Construction,510,25501729,BC,48791.828920320535,1891.034754149254
124895,Food Services,14,380449.2,AB,762.8374539184922,1453.7208668444046
121684,Finance and Insurance,NA,865207.5,AB,9670.231394195996,1390.0305155101807
122517,Construction,228,8946524,BC,12339.485205421232,2577.551518221248
127562,Food Services,10,244991.4,AB,558.7394001006586,1455.1010760060087
124183,Healthcare,166,9935897,AB,7962.8946263654125,2532.8388994871393
125669,Agriculture,288,13419082,BC,5230.824945625805,2117.5030205816643
124459,Healthcare,94,5073405,AB,4905.830443032129,1417.6941092162874
